resigned,department,bracket_salary,salary,region,termination_date,satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,work_accident,promotion_last_5years,Rand
0,sales,"medium, 78000",78000,US,2016-03-30T00:00:00Z,0.71,0.65,4,263,2,1,1,1296
0,technical,"low, 55000",55000,US,2009-03-09T00:00:00Z,0.79,0.73,5,155,3,0,0,1348
0,IT,"medium, 72000",72000,Europe,2008-12-18T00:00:00Z,0.63,0.81,3,215,3,0,0,514
0,marketing,"medium, 76000",76000,Europe,2011-07-02T00:00:00Z,0.92,0.66,4,113,3,0,0,847
0,sales,"low, 54000",54000,US,2017-07-05T00:00:00Z,0.84,0.63,2,162,3,0,0,22
0,IT,"low, 56000",56000,Canada,2016-05-10T00:00:00Z,0.91,0.89,4,197,4,0,0,1670
1,management,"medium, 74000",74000,Europe,2012-01-21T00:00:00Z,0.4,0.54,2,141,3,0,0,1082
1,management,"low, 55000",55000,US,2015-05-13T00:00:00Z,0.84,0.88,5,237,5,0,0,1163
0,sales,"low, 46000",46000,US,2017-05-24T00:00:00Z,0.88,0.6,4,208,7,0,1,1476
0,marketing,"medium, 86000",86000,Europe,2017-09-08T00:00:00Z,0.59,0.69,4,226,3,0,0,1805
0,sales,"medium, 65000",65000,Europe,2014-04-15T00:00:00Z,0.81,0.66,3,160,2,0,0,87
0,sales,"medium, 82000",82000,US,2009-07-24T00:00:00Z,0.5,0.95,5,137,3,0,0,682
0,sales,"low, 42000",42000,Europe,2015-03-22T00:00:00Z,0.38,0.6,4,190,2,0,0,1156
0,IT,"low, 47000",47000,Canada,2008-12-21T00:00:00Z,0.97,0.82,3,135,2,0,0,214
0,sales,"low, 56000",56000,Europe,2015-08-22T00:00:00Z,0.94,0.51,6,239,5,0,0,177
0,accounting,"medium, 66000",66000,US,2016-03-24T00:00:00Z,0.14,0.56,5,259,4,1,0,40
0,product_mng,"medium, 86000",86000,US,2011-06-12T00:00:00Z,0.85,0.6,3,251,2,0,0,159
1,technical,"medium, 64000",64000,US,2017-12-25T00:00:00Z,0.11,0.86,6,299,4,1,0,1277
1,IT,"low, 49000",49000,Europe,2015-07-22T00:00:00Z,0.72,0.84,4,256,5,0,0,1363
0,technical,"medium, 85000",85000,US,2017-08-29T00:00:00Z,0.57,0.82,3,149,5,1,0,1599
1,sales,"medium, 103000",103000,Canada,2008-10-29T00:00:00Z,0.4,0.46,2,132,3,0,0,1186
0,sales,"medium, 83000",83000,Canada,2017-05-19T00:00:00Z,0.82,0.62,4,202,2,0,0,389
0,RandD,"medium, 66000",66000,US,2011-03-16T00:00:00Z,0.75,0.78,2,251,6,0,0,1470
0,support,"high, 274000",274000,Europe,2016-03-25T00:00:00Z,1,0.55,4,186,4,1,0,1903
0,sales,"medium, 82000",82000,Canada,2017-09-15T00:00:00Z,0.96,0.91,3,257,3,0,0,656
0,sales,"low, 32000",32000,Europe,2017-02-04T00:00:00Z,0.96,0.81,4,183,3,0,0,1774
0,product_mng,"low, 40000",40000,US,2010-07-04T00:00:00Z,0.66,0.85,5,271,4,0,0,1865
0,sales,"medium, 82000",82000,US,2009-11-15T00:00:00Z,0.98,0.68,4,253,3,0,0,1740
0,technical,"medium, 83000",83000,US,2017-01-02T00:00:00Z,0.68,0.55,4,215,4,0,0,490
0,sales,"low, 50000",50000,Canada,2015-06-03T00:00:00Z,0.91,0.87,3,199,3,0,0,200
1,RandD,"low, 36000",36000,US,2017-06-12T00:00:00Z,0.35,0.99,3,236,4,0,0,1009
0,sales,"medium, 90000",90000,Europe,2008-11-20T00:00:00Z,0.85,0.82,6,141,5,0,0,570
0,IT,"medium, 69000",69000,US,2017-05-14T00:00:00Z,0.14,0.96,3,196,5,1,0,1182
0,technical,"high, 126000",126000,Europe,2017-03-05T00:00:00Z,0.15,0.74,6,178,3,0,0,605
0,IT,"high, 122000",122000,US,2015-04-26T00:00:00Z,0.5,0.96,5,229,4,0,0,762
0,product_mng,"medium, 62000",62000,Canada,2016-08-15T00:00:00Z,0.8,0.82,4,271,4,0,0,64
0,sales,"low, 56000",56000,US,2016-08-27T00:00:00Z,0.94,0.62,4,191,3,0,0,826
0,accounting,"low, 51000",51000,US,2016-12-16T00:00:00Z,0.89,0.97,4,147,2,0,0,1145
0,technical,"low, 31000",31000,Europe,2016-03-05T00:00:00Z,0.84,0.66,3,209,2,0,0,1487
0,sales,"medium, 74000",74000,US,2017-09-15T00:00:00Z,0.37,0.63,4,153,3,1,0,359
1,sales,"medium, 82000",82000,US,2009-12-24T00:00:00Z,0.88,0.87,4,235,6,0,0,488
0,technical,"low, 35000",35000,Europe,2017-08-03T00:00:00Z,0.8,0.94,4,271,4,0,1,1854
1,support,"low, 43000",43000,US,2015-07-28T00:00:00Z,0.11,0.88,7,275,4,0,0,1311
1,sales,"medium, 82000",82000,US,2017-03-27T00:00:00Z,0.11,0.85,6,308,5,0,0,217
0,technical,"low, 52000",52000,US,2017-12-09T00:00:00Z,0.78,0.91,3,238,2,0,0,766
0,support,"low, 55000",55000,US,2018-01-19T00:00:00Z,0.64,0.5,4,253,10,0,1,1541
1,management,"medium, 68000",68000,Europe,2015-07-05T00:00:00Z,0.42,0.5,2,155,3,0,0,1135
0,hr,"medium, 75000",75000,Europe,2016-01-29T00:00:00Z,0.16,0.76,6,218,6,0,0,1237
1,support,"low, 43000",43000,US,2014-09-20T00:00:00Z,0.11,0.78,7,278,4,0,0,58
0,technical,"low, 43000",43000,Europe,2008-12-10T00:00:00Z,0.82,0.63,3,246,3,0,0,1950
0,sales,"low, 58000",58000,US,2015-03-28T00:00:00Z,0.58,0.86,5,271,3,0,0,1517
0,product_mng,"medium, 72000",72000,Canada,2017-10-14T00:00:00Z,0.19,0.52,5,200,5,0,0,929
0,marketing,"low, 39000",39000,US,2016-02-23T00:00:00Z,0.73,0.6,3,145,6,1,0,266
0,sales,"low, 37000",37000,US,2017-08-11T00:00:00Z,0.77,0.79,3,157,3,0,1,683
0,sales,"medium, 81000",81000,US,2016-11-11T00:00:00Z,0.87,0.48,5,242,3,0,0,206
0,sales,"low, 45000",45000,US,2016-09-07T00:00:00Z,0.62,0.94,3,151,4,0,0,1931
0,IT,"medium, 76000",76000,US,2016-03-02T00:00:00Z,0.16,0.7,5,257,4,0,0,1621
0,sales,"low, 50000",50000,US,2016-03-18T00:00:00Z,0.68,0.66,4,229,3,0,0,529
0,technical,"medium, 80000",80000,US,2008-11-03T00:00:00Z,0.57,0.96,5,203,4,0,0,387
0,sales,"medium, 69000",69000,US,2017-08-14T00:00:00Z,0.44,0.45,3,133,2,1,0,141
0,technical,"medium, 75000",75000,US,2015-02-22T00:00:00Z,0.55,0.9,4,206,3,0,0,399
1,accounting,"medium, 66000",66000,Canada,2016-01-28T00:00:00Z,0.45,0.57,2,158,3,0,0,189
0,sales,"low, 38000",38000,US,2016-01-25T00:00:00Z,0.89,0.99,2,258,3,0,0,949
1,sales,"low, 46000",46000,US,2013-04-21T00:00:00Z,0.39,0.48,2,160,3,0,0,1063
0,accounting,"medium, 81000",81000,Canada,2009-05-30T00:00:00Z,0.48,0.55,3,228,2,0,0,338
0,product_mng,"medium, 61000",61000,Canada,2016-11-06T00:00:00Z,0.93,0.59,5,158,3,0,0,1686
1,support,"low, 57000",57000,Europe,2017-06-01T00:00:00Z,0.41,0.46,2,151,3,0,0,147
0,RandD,"high, 164000",164000,US,2014-09-04T00:00:00Z,0.58,0.79,4,130,3,0,0,114
0,sales,"medium, 88000",88000,US,2017-12-13T00:00:00Z,0.54,0.57,3,257,2,0,0,299
0,technical,"low, 39000",39000,US,2018-01-20T00:00:00Z,0.53,0.79,3,206,3,0,0,1561
0,IT,"medium, 63000",63000,US,2008-02-18T00:00:00Z,0.8,0.72,4,173,3,0,0,1011
0,IT,"medium, 71000",71000,US,2016-12-19T00:00:00Z,0.62,0.38,3,257,3,0,0,707
0,support,"low, 34000",34000,US,2009-12-13T00:00:00Z,0.87,0.75,3,258,3,0,0,1290
0,sales,"medium, 81000",81000,Europe,2016-10-01T00:00:00Z,0.81,0.92,5,258,3,0,1,1391
0,sales,"medium, 61000",61000,Europe,2015-12-11T00:00:00Z,0.91,0.75,4,159,3,1,0,2000
1,product_mng,"medium, 74000",74000,US,2009-12-03T00:00:00Z,0.45,0.48,2,144,3,0,0,1070
0,technical,"medium, 82000",82000,US,2016-05-12T00:00:00Z,0.97,0.5,3,173,2,0,0,91
0,accounting,"medium, 84000",84000,Canada,2017-07-06T00:00:00Z,0.84,0.55,4,270,3,1,0,1195
1,support,"medium, 63000",63000,US,2015-03-29T00:00:00Z,0.9,1,4,229,5,0,0,1931
0,marketing,"low, 46000",46000,US,2010-04-07T00:00:00Z,0.63,0.52,5,226,4,0,0,538
0,accounting,"medium, 78000",78000,Canada,2009-12-10T00:00:00Z,0.72,0.54,3,286,6,0,0,1689
0,technical,"low, 47000",47000,Europe,2017-09-26T00:00:00Z,0.2,0.59,6,113,3,0,0,274
0,technical,"low, 40000",40000,US,2016-01-27T00:00:00Z,0.99,0.8,5,254,5,0,0,1363
0,product_mng,"high, 136000",136000,US,2017-11-12T00:00:00Z,0.52,0.56,4,225,2,0,0,712
1,technical,"low, 50000",50000,US,2017-06-24T00:00:00Z,0.73,1,5,253,6,0,0,156
0,technical,"medium, 86000",86000,US,2016-08-14T00:00:00Z,0.93,0.63,4,143,3,1,0,1036
0,sales,"medium, 85000",85000,Canada,2008-05-27T00:00:00Z,0.64,0.4,3,248,3,0,0,1739
0,sales,"low, 42000",42000,APAC,2015-07-25T00:00:00Z,0.98,0.74,4,139,3,0,0,929
0,hr,"medium, 82000",82000,US,2011-08-09T00:00:00Z,0.28,0.76,3,150,2,0,0,1099
0,IT,"medium, 68000",68000,US,2017-12-12T00:00:00Z,0.95,0.84,3,270,3,1,1,326
0,IT,"low, 60000",60000,US,2017-06-09T00:00:00Z,0.57,0.9,3,262,2,0,0,256
0,technical,"low, 33000",33000,US,2008-06-04T00:00:00Z,0.75,0.76,3,269,2,1,0,1861
0,IT,"medium, 90000",90000,Europe,2017-02-28T00:00:00Z,0.55,0.96,3,194,3,0,0,1747
0,sales,"low, 36000",36000,US,2015-08-25T00:00:00Z,0.94,0.74,5,171,3,0,0,1323
0,RandD,"low, 38000",38000,US,2012-05-05T00:00:00Z,0.29,0.58,5,234,2,0,0,1550
0,sales,"medium, 82000",82000,US,2010-01-03T00:00:00Z,0.48,0.85,3,279,4,0,0,1937
1,technical,"medium, 69000",69000,APAC,2009-08-02T00:00:00Z,0.86,1,5,257,5,0,0,1903
0,support,"medium, 73000",73000,Canada,2016-04-27T00:00:00Z,0.89,0.63,4,270,3,1,0,954
0,technical,"low, 53000",53000,US,2016-06-21T00:00:00Z,0.47,0.65,4,172,2,0,0,1084
0,IT,"medium, 88000",88000,Europe,2018-01-10T00:00:00Z,0.59,0.97,3,257,3,0,0,1225
0,sales,"medium, 64000",64000,Europe,2017-11-07T00:00:00Z,0.36,0.77,4,252,2,0,0,47
0,sales,"medium, 83000",83000,US,2008-12-07T00:00:00Z,0.54,0.53,4,245,2,0,0,1941
0,hr,"medium, 68000",68000,US,2015-11-01T00:00:00Z,0.16,0.56,5,152,5,0,0,352
0,technical,"medium, 80000",80000,Europe,2016-01-07T00:00:00Z,0.9,0.64,4,209,4,0,0,750
0,support,"medium, 77000",77000,US,2015-06-06T00:00:00Z,0.93,0.94,3,183,2,0,0,769
0,product_mng,"medium, 70000",70000,Europe,2016-03-24T00:00:00Z,0.63,0.51,4,153,4,0,0,1766
0,technical,"medium, 61000",61000,APAC,2016-12-12T00:00:00Z,0.77,0.73,4,159,3,1,0,481
0,support,"medium, 72000",72000,US,2017-10-19T00:00:00Z,0.8,0.68,4,157,3,0,0,295
1,management,"medium, 80000",80000,US,2015-12-25T00:00:00Z,0.4,0.48,2,155,3,0,0,994
1,accounting,"medium, 82000",82000,US,2017-10-24T00:00:00Z,0.74,1,5,248,5,0,0,726
0,sales,"low, 60000",60000,US,2009-11-11T00:00:00Z,0.3,0.44,5,128,4,1,0,1057
1,RandD,"medium, 71000",71000,US,2015-02-11T00:00:00Z,0.1,0.86,6,278,4,0,0,53
0,sales,"medium, 72000",72000,Europe,2011-05-21T00:00:00Z,0.48,0.89,3,224,3,0,0,1666
1,technical,"low, 31000",31000,US,2015-10-09T00:00:00Z,0.11,0.85,6,261,4,0,0,1134
0,technical,"medium, 80000",80000,US,2015-08-28T00:00:00Z,0.93,0.62,4,142,2,0,0,794
0,RandD,"high, 113000",113000,US,2015-08-15T00:00:00Z,0.97,0.5,3,266,3,1,0,1832
0,marketing,"medium, 84000",84000,US,2017-09-27T00:00:00Z,0.49,0.65,3,226,3,0,0,1825
0,product_mng,"low, 43000",43000,Europe,2017-01-03T00:00:00Z,0.72,0.67,5,210,2,0,0,1098
0,sales,"medium, 75000",75000,US,2016-11-18T00:00:00Z,0.68,0.88,5,201,3,0,0,1706
0,technical,"low, 32000",32000,US,2018-01-27T00:00:00Z,0.21,0.81,4,144,4,0,0,889
0,marketing,"low, 42000",42000,US,2015-11-10T00:00:00Z,0.59,0.94,5,157,7,1,0,1650
1,accounting,"medium, 87000",87000,Europe,2017-06-12T00:00:00Z,0.11,0.87,5,271,4,0,0,1937
1,sales,"medium, 72000",72000,Europe,2017-07-10T00:00:00Z,0.1,0.85,6,266,4,0,0,1344
0,RandD,"low, 56000",56000,US,2017-10-15T00:00:00Z,0.15,0.75,3,150,4,0,1,822
0,technical,"medium, 64000",64000,US,2009-04-26T00:00:00Z,0.75,0.94,5,217,2,0,0,126
0,sales,"low, 47000",47000,Europe,2017-01-31T00:00:00Z,0.76,0.85,3,192,3,0,0,1212
0,product_mng,"low, 49000",49000,Europe,2008-08-08T00:00:00Z,0.59,0.97,3,257,3,0,0,1580
0,hr,"medium, 75000",75000,US,2016-01-24T00:00:00Z,0.9,0.74,5,152,3,0,0,525
1,marketing,"low, 31000",31000,US,2015-02-24T00:00:00Z,0.11,0.92,6,260,4,0,0,1340
0,sales,"medium, 75000",75000,Canada,2015-07-07T00:00:00Z,0.91,0.38,5,279,5,0,0,443
1,marketing,"high, 137000",137000,US,2008-07-27T00:00:00Z,0.77,0.94,5,226,6,0,0,192
1,IT,"medium, 86000",86000,US,2015-03-13T00:00:00Z,0.17,0.75,3,188,4,0,0,346
1,sales,"medium, 88000",88000,US,2009-03-29T00:00:00Z,0.11,0.88,6,290,4,0,0,1570
0,sales,"medium, 77000",77000,US,2011-09-29T00:00:00Z,0.87,0.71,3,132,2,0,0,1534
0,sales,"medium, 90000",90000,US,2016-11-20T00:00:00Z,0.47,0.86,4,169,6,0,0,973
0,technical,"medium, 86000",86000,US,2017-03-22T00:00:00Z,0.64,0.99,4,180,4,0,0,1934
0,technical,"medium, 89000",89000,US,2009-08-05T00:00:00Z,0.19,0.6,5,198,4,0,0,1759
0,marketing,"low, 60000",60000,US,2016-04-13T00:00:00Z,0.49,0.55,2,173,3,0,0,1324
1,sales,"medium, 64000",64000,US,2016-09-25T00:00:00Z,0.38,0.51,2,159,3,0,0,1277
0,hr,"medium, 85000",85000,US,2015-10-21T00:00:00Z,0.67,0.93,5,254,3,1,0,718
1,sales,"medium, 65000",65000,Canada,2015-03-20T00:00:00Z,0.43,0.56,2,157,3,0,0,1646
0,IT,"low, 38000",38000,US,2012-06-15T00:00:00Z,0.51,0.58,2,218,2,1,0,1911
0,support,"low, 52000",52000,Canada,2016-12-02T00:00:00Z,0.89,0.94,5,223,3,0,0,158
0,sales,"medium, 64000",64000,US,2016-05-30T00:00:00Z,0.51,0.99,3,233,4,0,0,1810
1,RandD,"low, 60000",60000,US,2016-09-10T00:00:00Z,0.39,0.54,2,155,3,0,0,1788
0,accounting,"low, 46000",46000,Canada,2009-03-24T00:00:00Z,0.92,0.97,4,238,5,1,0,857
0,IT,"low, 41000",41000,US,2016-11-26T00:00:00Z,0.41,0.59,2,182,3,0,0,880
0,support,"high, 112000",112000,Europe,2017-11-21T00:00:00Z,0.59,0.9,3,245,3,1,0,762
0,sales,"medium, 66000",66000,US,2008-04-10T00:00:00Z,0.82,0.97,3,160,2,0,0,839
0,technical,"medium, 82000",82000,US,2015-05-29T00:00:00Z,0.94,0.63,5,261,3,0,0,1488
0,marketing,"low, 46000",46000,US,2016-01-02T00:00:00Z,0.24,0.87,5,268,5,0,0,1259
1,sales,"low, 43000",43000,US,2015-07-28T00:00:00Z,0.81,0.7,6,161,4,0,0,418
0,technical,"medium, 64000",64000,Europe,2016-01-22T00:00:00Z,0.69,0.65,3,153,2,0,0,616
1,product_mng,"medium, 70000",70000,US,2016-05-03T00:00:00Z,0.38,0.52,2,145,3,0,0,1508
0,management,"medium, 82000",82000,Europe,2008-07-14T00:00:00Z,0.33,0.7,5,271,4,0,0,1502
0,RandD,"low, 46000",46000,Europe,2017-02-10T00:00:00Z,0.33,0.41,2,198,4,0,0,643
0,technical,"medium, 80000",80000,US,2015-08-24T00:00:00Z,0.36,0.8,5,186,4,0,0,967
0,sales,"medium, 84000",84000,Europe,2015-04-26T00:00:00Z,0.61,0.83,5,269,5,1,0,69
0,marketing,"medium, 64000",64000,US,2016-11-11T00:00:00Z,0.51,1,4,197,2,0,0,10
0,marketing,"medium, 84000",84000,US,2018-01-16T00:00:00Z,0.8,0.99,5,187,3,1,0,1042
0,RandD,"medium, 68000",68000,Europe,2018-01-03T00:00:00Z,0.59,0.5,2,162,2,0,0,329
1,sales,"low, 48000",48000,Canada,2009-06-28T00:00:00Z,0.4,0.53,2,158,3,0,0,1415
0,hr,"medium, 81000",81000,US,2015-02-02T00:00:00Z,0.9,0.94,4,231,3,0,0,1953
0,technical,"low, 36000",36000,US,2017-04-14T00:00:00Z,0.75,0.61,5,173,4,0,0,1767
0,technical,"low, 47000",47000,Europe,2017-03-06T00:00:00Z,0.67,0.67,3,183,3,0,0,1484
0,support,"low, 33000",33000,US,2017-07-11T00:00:00Z,0.56,0.89,3,163,3,1,0,1075
0,sales,"low, 54000",54000,Canada,2017-06-29T00:00:00Z,0.78,0.58,3,150,3,1,0,389
0,support,"low, 60000",60000,US,2009-04-06T00:00:00Z,0.53,0.54,4,257,3,1,0,1380
0,sales,"medium, 76000",76000,US,2017-10-02T00:00:00Z,0.29,0.88,6,183,4,0,0,1815
0,support,"medium, 74000",74000,US,2017-10-18T00:00:00Z,0.6,0.88,3,261,3,1,0,870
0,IT,"medium, 71000",71000,Europe,2015-04-25T00:00:00Z,0.49,0.68,3,181,3,0,0,1242
0,sales,"low, 46000",46000,US,2015-11-21T00:00:00Z,0.68,0.92,4,209,6,0,0,1456
0,technical,"low, 60000",60000,US,2018-01-06T00:00:00Z,0.86,0.56,5,215,2,0,0,1080
1,sales,"medium, 87000",87000,US,2016-02-14T00:00:00Z,0.42,0.53,2,142,3,0,0,344
0,support,"low, 42000",42000,US,2011-06-02T00:00:00Z,0.15,0.81,5,280,3,1,0,748
0,marketing,"medium, 61000",61000,US,2008-03-09T00:00:00Z,0.76,0.4,2,245,5,0,0,1342
1,IT,"medium, 67000",67000,US,2017-09-14T00:00:00Z,0.41,0.56,2,133,3,0,0,234
0,technical,"medium, 68000",68000,Canada,2017-10-17T00:00:00Z,0.45,0.55,3,151,3,0,0,1369
0,sales,"medium, 61000",61000,US,2010-05-22T00:00:00Z,0.81,0.84,4,198,2,0,0,1484
0,IT,"low, 34000",34000,US,2016-07-28T00:00:00Z,0.76,0.5,3,156,3,1,0,457
0,sales,"low, 60000",60000,US,2015-10-07T00:00:00Z,0.5,0.81,3,183,3,0,0,138
0,sales,"low, 56000",56000,Canada,2016-11-01T00:00:00Z,0.49,0.78,5,137,3,1,0,1902
1,management,"high, 130000",130000,US,2011-02-01T00:00:00Z,0.44,0.56,2,142,3,0,0,575
0,support,"medium, 83000",83000,Europe,2016-05-07T00:00:00Z,0.94,0.45,2,211,3,0,0,186
1,sales,"low, 47000",47000,US,2015-02-13T00:00:00Z,0.43,0.45,2,135,3,0,0,1313
0,sales,"medium, 80000",80000,US,2017-11-02T00:00:00Z,0.96,0.85,3,186,2,0,0,486
1,product_mng,"low, 58000",58000,US,2009-03-22T00:00:00Z,0.4,0.49,2,160,3,0,0,1029
1,sales,"low, 30000",30000,US,2009-06-20T00:00:00Z,0.87,1,5,274,5,0,0,901
0,marketing,"high, 148000",148000,US,2017-10-05T00:00:00Z,0.5,0.4,2,108,2,0,0,1709
0,management,"low, 52000",52000,US,2008-12-22T00:00:00Z,0.65,0.75,3,214,3,0,0,788
0,sales,"low, 54000",54000,APAC,2016-04-23T00:00:00Z,0.81,0.77,3,221,2,0,0,1375
0,product_mng,"low, 49000",49000,US,2017-08-18T00:00:00Z,0.59,0.61,3,210,2,0,0,983
0,technical,"medium, 62000",62000,US,2008-07-09T00:00:00Z,0.77,0.76,2,216,3,1,0,1378
0,IT,"medium, 61000",61000,US,2017-12-21T00:00:00Z,0.67,0.78,4,241,4,0,1,479
0,sales,"low, 35000",35000,US,2016-05-29T00:00:00Z,0.17,0.66,6,174,3,0,0,1547
1,IT,"medium, 82000",82000,US,2012-03-16T00:00:00Z,0.1,0.84,6,279,4,0,0,1061
0,technical,"low, 51000",51000,US,2016-08-13T00:00:00Z,0.32,0.87,4,179,4,0,0,879
0,sales,"medium, 83000",83000,US,2016-09-25T00:00:00Z,0.7,0.6,3,267,3,0,0,380
0,IT,"low, 51000",51000,US,2009-10-25T00:00:00Z,0.9,0.61,3,185,3,0,0,1752
1,sales,"medium, 78000",78000,US,2016-02-26T00:00:00Z,0.44,0.51,2,140,3,0,0,1798
0,sales,"low, 45000",45000,US,2016-12-14T00:00:00Z,0.74,0.54,5,221,3,0,0,34
0,hr,"low, 53000",53000,US,2008-10-15T00:00:00Z,0.28,0.46,4,260,2,0,0,406
0,IT,"low, 37000",37000,US,2016-04-30T00:00:00Z,0.89,0.49,4,275,3,0,0,1381
0,sales,"low, 30000",30000,US,2010-03-14T00:00:00Z,0.74,0.74,5,160,3,1,0,442
0,sales,"medium, 67000",67000,Europe,2016-07-19T00:00:00Z,0.81,0.64,6,176,5,0,0,1511
0,sales,"medium, 73000",73000,US,2008-10-24T00:00:00Z,0.97,0.41,5,135,6,0,0,403
0,management,"medium, 78000",78000,US,2015-03-30T00:00:00Z,0.66,0.79,5,134,3,0,0,818
0,management,"medium, 71000",71000,US,2017-02-19T00:00:00Z,0.4,0.65,4,252,6,0,0,10
1,technical,"low, 55000",55000,US,2008-01-27T00:00:00Z,0.11,0.89,6,260,5,0,0,1144
0,RandD,"high, 120000",120000,US,2008-04-22T00:00:00Z,0.63,0.67,4,229,3,0,0,470
1,marketing,"low, 50000",50000,US,2010-01-06T00:00:00Z,0.65,0.86,2,181,2,0,0,1903
0,support,"low, 50000",50000,Europe,2009-04-20T00:00:00Z,0.61,0.83,4,153,2,0,0,399
1,sales,"medium, 67000",67000,US,2011-04-13T00:00:00Z,0.41,0.54,2,152,3,0,0,1983
0,hr,"low, 31000",31000,US,2015-10-05T00:00:00Z,0.97,0.55,4,166,3,1,0,199
0,sales,"low, 48000",48000,Canada,2016-07-23T00:00:00Z,0.7,0.83,3,159,3,0,0,268
1,support,"low, 54000",54000,US,2015-08-20T00:00:00Z,0.78,0.99,4,255,6,0,0,1805
0,sales,"medium, 73000",73000,US,2015-04-20T00:00:00Z,0.18,0.46,4,249,4,0,0,359
0,marketing,"medium, 74000",74000,Europe,2016-01-17T00:00:00Z,0.52,0.97,3,185,2,0,0,1399
0,management,"medium, 88000",88000,US,2017-04-07T00:00:00Z,0.53,0.59,4,259,3,0,0,1548
0,product_mng,"medium, 75000",75000,US,2009-09-22T00:00:00Z,0.63,0.65,3,162,2,0,0,197
1,technical,"low, 35000",35000,US,2012-03-22T00:00:00Z,0.4,0.46,2,149,3,0,0,1962
0,technical,"low, 35000",35000,US,2015-11-14T00:00:00Z,0.96,0.64,3,166,2,0,0,1871
0,sales,"medium, 85000",85000,US,2018-01-13T00:00:00Z,0.62,0.82,3,204,10,0,0,649
0,sales,"medium, 84000",84000,US,2008-12-06T00:00:00Z,0.32,0.79,4,136,3,0,0,1347
0,sales,"medium, 87000",87000,US,2016-02-15T00:00:00Z,0.48,0.59,5,235,3,0,0,534
0,accounting,"low, 55000",55000,US,2015-06-05T00:00:00Z,0.34,0.87,4,283,2,0,0,870
0,technical,"medium, 88000",88000,US,2015-11-01T00:00:00Z,0.84,0.73,5,245,3,0,0,748
0,product_mng,"low, 53000",53000,US,2017-02-09T00:00:00Z,0.45,0.88,5,268,3,1,0,22
0,technical,"medium, 61000",61000,US,2016-01-01T00:00:00Z,0.51,0.51,4,189,3,0,0,360
0,product_mng,"medium, 84000",84000,US,2017-05-22T00:00:00Z,0.67,0.71,4,159,2,1,0,931
0,hr,"low, 40000",40000,US,2017-02-11T00:00:00Z,0.79,0.75,4,168,3,0,0,931
0,support,"medium, 75000",75000,US,2016-07-30T00:00:00Z,0.86,0.78,4,164,2,0,0,1472
0,support,"low, 45000",45000,APAC,2016-02-02T00:00:00Z,0.7,0.72,2,189,3,0,0,1628
1,support,"low, 55000",55000,US,2009-03-22T00:00:00Z,0.74,0.84,5,249,5,0,0,1574
1,sales,"medium, 63000",63000,US,2015-02-26T00:00:00Z,0.37,0.51,2,127,3,0,0,1533
0,sales,"medium, 78000",78000,US,2010-10-18T00:00:00Z,0.52,0.77,3,142,2,0,1,151
0,technical,"low, 49000",49000,US,2008-10-10T00:00:00Z,0.44,0.68,3,140,3,0,0,66
0,marketing,"low, 58000",58000,Europe,2017-03-10T00:00:00Z,0.71,0.77,2,255,3,0,0,939
0,marketing,"medium, 82000",82000,US,2017-01-25T00:00:00Z,0.7,0.56,4,107,6,0,0,1905
0,sales,"medium, 89000",89000,US,2015-01-14T00:00:00Z,0.63,0.55,4,200,3,1,0,1030
1,marketing,"medium, 77000",77000,Canada,2015-06-08T00:00:00Z,0.87,0.85,5,221,6,0,0,1233
0,marketing,"medium, 90000",90000,US,2015-07-01T00:00:00Z,0.99,0.95,4,102,5,0,0,1447
1,technical,"medium, 87000",87000,US,2017-08-18T00:00:00Z,0.74,0.91,4,232,5,0,0,1282
0,sales,"low, 40000",40000,APAC,2016-12-29T00:00:00Z,0.62,0.91,3,133,3,0,0,900
0,sales,"medium, 83000",83000,APAC,2009-07-11T00:00:00Z,0.49,0.66,5,194,3,0,0,1569
1,IT,"high, 209000",209000,US,2009-05-27T00:00:00Z,0.38,0.47,2,152,3,0,0,255
0,support,"low, 58000",58000,US,2017-02-17T00:00:00Z,0.8,0.52,3,253,2,1,0,1295
0,RandD,"medium, 90000",90000,US,2017-04-04T00:00:00Z,0.54,0.95,4,256,3,0,0,1333
0,technical,"low, 47000",47000,US,2016-01-28T00:00:00Z,0.86,0.83,4,208,3,1,0,258
1,support,"low, 54000",54000,US,2012-01-24T00:00:00Z,0.1,0.83,6,278,4,0,0,1747
0,technical,"low, 56000",56000,US,2014-10-29T00:00:00Z,0.47,0.55,2,156,2,0,0,1021
0,technical,"low, 31000",31000,US,2009-08-24T00:00:00Z,0.49,0.67,4,185,2,0,0,639
0,support,"medium, 78000",78000,US,2014-03-04T00:00:00Z,0.56,0.92,5,160,3,0,0,1699
0,support,"medium, 86000",86000,US,2016-03-09T00:00:00Z,0.2,0.54,4,149,3,0,0,142
0,IT,"medium, 66000",66000,APAC,2009-06-17T00:00:00Z,0.91,0.55,6,97,4,0,0,86
0,RandD,"medium, 81000",81000,Europe,2010-04-11T00:00:00Z,0.48,0.67,3,183,2,0,0,1545
0,technical,"low, 57000",57000,US,2017-06-18T00:00:00Z,0.79,0.84,4,144,2,1,0,307
0,technical,"medium, 90000",90000,Europe,2015-12-14T00:00:00Z,0.58,0.78,3,223,3,0,0,9
