,salary,satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,work_accident,promotion_last_5years,resigned
1428,78000,0.66,0.79,5,134,3,0,0,0
1429,71000,0.4,0.65,4,252,6,0,0,0
1430,55000,0.11,0.89,6,260,5,0,0,1
1431,120000,0.63,0.67,4,229,3,0,0,0
1432,50000,0.65,0.86,2,181,2,0,0,1
1433,50000,0.61,0.83,4,153,2,0,0,0
1434,67000,0.41,0.54,2,152,3,0,0,1
1435,31000,0.97,0.55,4,166,3,1,0,0
1436,48000,0.7,0.83,3,159,3,0,0,0
1437,54000,0.78,0.99,4,255,6,0,0,1
1438,73000,0.18,0.46,4,249,4,0,0,0
1439,74000,0.52,0.97,3,185,2,0,0,0
1440,88000,0.53,0.59,4,259,3,0,0,0
1441,75000,0.63,0.65,3,162,2,0,0,0
1442,35000,0.4,0.46,2,149,3,0,0,1
1443,35000,0.96,0.64,3,166,2,0,0,0
1444,85000,0.62,0.82,3,204,10,0,0,0
1445,84000,0.32,0.79,4,136,3,0,0,0
1446,87000,0.48,0.59,5,235,3,0,0,0
1447,55000,0.34,0.87,4,283,2,0,0,0
1448,88000,0.84,0.73,5,245,3,0,0,0
1449,53000,0.45,0.88,5,268,3,1,0,0
1450,61000,0.51,0.51,4,189,3,0,0,0
1451,84000,0.67,0.71,4,159,2,1,0,0
1452,40000,0.79,0.75,4,168,3,0,0,0
1453,75000,0.86,0.78,4,164,2,0,0,0
1454,45000,0.7,0.72,2,189,3,0,0,0
1455,55000,0.74,0.84,5,249,5,0,0,1
1456,63000,0.37,0.51,2,127,3,0,0,1
1457,78000,0.52,0.77,3,142,2,0,1,0
1458,49000,0.44,0.68,3,140,3,0,0,0
1459,58000,0.71,0.77,2,255,3,0,0,0
1460,82000,0.7,0.56,4,107,6,0,0,0
1461,89000,0.63,0.55,4,200,3,1,0,0
1462,77000,0.87,0.85,5,221,6,0,0,1
1463,90000,0.99,0.95,4,102,5,0,0,0
1464,87000,0.74,0.91,4,232,5,0,0,1
1465,40000,0.62,0.91,3,133,3,0,0,0
1466,83000,0.49,0.66,5,194,3,0,0,0
1467,209000,0.38,0.47,2,152,3,0,0,1
1468,58000,0.8,0.52,3,253,2,1,0,0
1469,90000,0.54,0.95,4,256,3,0,0,0
1470,47000,0.86,0.83,4,208,3,1,0,0
1471,54000,0.1,0.83,6,278,4,0,0,1
1472,56000,0.47,0.55,2,156,2,0,0,0
1473,31000,0.49,0.67,4,185,2,0,0,0
1474,78000,0.56,0.92,5,160,3,0,0,0
1475,86000,0.2,0.54,4,149,3,0,0,0
1476,66000,0.91,0.55,6,97,4,0,0,0
1477,81000,0.48,0.67,3,183,2,0,0,0
1478,57000,0.79,0.84,4,144,2,1,0,0
1479,90000,0.58,0.78,3,223,3,0,0,0
1480,86000,0.56,0.88,4,248,2,0,0,0
1481,51000,0.4,0.54,2,156,3,0,0,1
1482,33000,0.73,1.0,4,268,5,0,0,1
1483,70000,0.45,0.54,2,135,3,0,0,1
1484,81000,0.17,0.36,6,191,2,0,0,0
1485,85000,0.55,0.81,4,260,2,0,0,0
1486,82000,0.49,0.52,4,183,2,0,1,0
1487,65000,0.37,0.53,2,126,3,0,0,1
1488,80000,0.45,0.57,2,158,3,0,0,1
1489,85000,0.72,0.5,3,205,3,1,0,0
1490,146000,0.98,0.7,3,255,2,1,0,0
1491,37000,0.92,0.89,4,241,5,0,0,1
1492,58000,0.84,1.0,5,234,5,0,0,1
1493,85000,0.22,0.57,5,174,6,0,0,0
1494,82000,0.81,0.88,5,242,5,0,0,1
1495,53000,0.92,0.77,5,191,2,0,0,0
1496,79000,0.11,0.8,6,256,4,0,0,1
1497,184000,0.86,0.98,3,158,5,0,0,1
1498,42000,0.8,0.97,4,259,2,0,0,0
1499,70000,0.87,1.0,4,224,5,0,0,1
1500,67000,0.66,0.75,4,235,3,0,0,0
1501,90000,0.53,0.75,2,123,4,0,0,0
1502,69000,0.95,0.96,4,161,2,0,0,0
1503,61000,0.72,0.95,5,171,3,0,0,0
1504,136000,0.43,0.51,2,155,3,0,0,1
1505,38000,0.49,0.52,4,267,2,0,0,0
1506,73000,0.24,0.7,5,147,6,1,0,0
1507,40000,0.63,0.64,4,178,3,0,0,0
1508,88000,0.95,0.63,3,153,2,0,0,0
1509,31000,0.79,0.77,6,233,6,0,0,0
1510,75000,0.82,0.74,3,232,3,0,0,0
1511,47000,0.72,0.64,4,192,3,0,0,0
1512,74000,0.56,0.68,4,159,3,0,0,0
1513,46000,0.55,0.63,3,201,2,1,0,0
1514,82000,0.59,0.73,3,195,2,0,0,0
1515,65000,0.35,0.56,4,142,2,0,0,0
1516,69000,0.87,0.83,5,267,5,0,0,1
1517,76000,0.84,0.53,3,237,3,1,0,0
1518,55000,0.5,0.53,5,239,3,0,0,0
1519,46000,0.1,0.93,6,253,4,0,0,1
1520,36000,0.86,0.98,4,270,5,0,0,1
1521,38000,0.18,0.6,3,140,4,0,0,0
1522,86000,0.68,0.73,4,251,3,0,0,0
1523,34000,0.9,0.48,4,204,3,0,0,0
1524,47000,0.89,0.77,5,232,3,0,0,0
1525,62000,0.59,0.66,3,166,3,1,0,0
1526,104000,0.85,0.87,4,152,7,0,0,0
1527,51000,0.12,0.78,6,260,5,0,0,0
1528,53000,0.82,0.91,5,276,6,0,0,1
1529,81000,0.45,0.52,2,145,3,0,0,1
1530,57000,0.96,0.9,5,198,2,0,0,0
1531,69000,0.82,0.84,3,194,3,0,0,0
1532,46000,0.31,0.77,4,149,3,0,0,1
1533,78000,0.5,1.0,5,264,8,0,1,0
1534,74000,0.7,0.68,3,185,4,0,0,0
1535,75000,0.74,0.75,4,257,3,0,0,0
1536,87000,0.91,0.83,4,235,3,0,0,0
1537,90000,0.19,0.79,4,229,4,0,0,0
1538,44000,0.64,0.55,3,201,2,0,0,0
1539,44000,0.7,0.99,5,135,4,0,0,0
1540,80000,0.49,0.76,3,257,2,1,0,0
1541,80000,0.86,0.74,2,178,3,0,0,0
1542,39000,0.62,0.72,3,149,3,1,0,0
1543,61000,0.85,0.84,5,179,3,0,0,0
1544,43000,0.76,0.91,3,133,2,0,0,0
1545,33000,0.15,0.67,6,209,5,0,0,0
1546,77000,0.91,0.99,5,254,5,0,0,1
1547,166000,0.83,0.74,3,259,3,1,0,0
1548,75000,0.59,0.76,4,234,3,0,0,0
1549,83000,0.96,0.59,3,229,3,0,0,0
1550,49000,0.83,0.86,3,273,3,0,0,0
1551,33000,0.52,0.97,4,170,3,0,0,0
1552,56000,0.48,1.0,4,261,3,0,0,0
1553,129000,0.9,0.92,4,271,5,0,0,1
1554,60000,0.44,0.45,2,156,3,0,0,1
1555,40000,0.77,0.78,2,271,3,0,0,0
1556,38000,0.9,0.82,5,259,5,0,0,1
1557,79000,0.85,0.64,5,256,7,0,0,0
1558,36000,0.84,0.93,3,159,3,0,0,0
1559,30000,0.61,0.96,3,214,2,0,0,0
1560,48000,0.62,0.7,4,141,4,0,0,0
1561,70000,0.93,1.0,4,145,3,0,0,0
1562,54000,0.97,0.79,5,259,3,0,1,0
1563,31000,0.79,0.82,3,98,3,1,0,0
1564,31000,0.51,0.91,4,206,3,0,0,0
1565,230000,0.16,0.95,6,117,7,0,0,0
1566,68000,0.39,0.47,2,142,3,0,0,1
1567,40000,0.81,0.83,3,133,3,1,0,0
1568,77000,0.52,0.82,2,242,3,0,0,0
1569,72000,0.68,0.75,4,258,3,0,0,0
1570,32000,0.53,0.98,2,163,3,0,0,0
1571,76000,0.72,1.0,4,169,3,0,0,1
1572,60000,0.83,0.96,3,179,2,0,0,0
1573,31000,0.79,0.65,3,235,10,0,0,0
1574,80000,0.09,0.87,7,305,4,0,0,1
1575,81000,0.99,0.69,3,206,2,0,0,0
1576,59000,0.99,0.94,5,151,3,0,0,0
1577,71000,0.42,0.46,2,131,3,0,0,1
1578,35000,0.09,0.9,7,296,4,0,0,1
1579,34000,0.77,1.0,4,232,5,0,0,1
1580,56000,0.81,0.76,5,198,4,0,0,0
1581,75000,0.5,0.6,3,270,3,1,0,0
1582,38000,0.48,0.84,3,146,2,1,0,0
1583,35000,0.82,0.84,5,173,2,0,0,0
1584,34000,0.17,0.93,3,218,4,0,0,0
1585,49000,0.78,0.98,5,263,6,0,0,1
1586,54000,0.48,0.81,5,113,3,0,0,0
1587,37000,0.55,0.4,3,139,8,0,1,0
1588,65000,0.33,0.85,2,127,3,0,0,0
1589,81000,0.74,0.97,4,228,5,0,0,1
1590,79000,0.79,0.97,5,208,4,1,0,0
1591,72000,0.34,0.69,3,155,3,0,0,0
1592,43000,0.11,0.84,7,296,4,0,0,1
1593,53000,0.91,0.78,4,169,4,0,0,0
1594,73000,0.78,0.56,5,252,2,0,0,0
1595,64000,0.86,0.68,5,263,2,0,0,1
1596,60000,0.13,0.91,2,149,5,0,0,0
1597,45000,0.83,0.57,3,137,2,0,0,0
1598,52000,0.67,0.97,4,196,3,0,0,0
1599,64000,0.85,0.85,4,247,6,0,0,1
1600,52000,0.11,0.78,6,260,4,0,0,1
1601,33000,0.54,0.81,4,264,4,0,0,0
1602,72000,0.7,0.6,5,208,3,0,0,0
1603,75000,0.73,0.65,3,165,3,0,0,0
1604,47000,0.56,0.71,5,244,3,0,0,0
1605,55000,0.91,0.78,4,153,3,0,0,0
1606,64000,0.57,0.81,3,144,3,0,0,0
1607,65000,0.34,0.56,3,139,2,0,0,0
1608,86000,0.84,0.57,4,234,3,0,0,0
1609,51000,0.4,0.73,4,146,3,0,0,0
1610,35000,0.98,0.84,4,200,2,0,0,0
1611,85000,0.6,0.65,2,225,10,0,0,0
1612,77000,0.58,0.77,4,140,3,0,0,0
1613,77000,0.37,0.46,2,129,3,0,0,1
1614,65000,0.7,0.63,3,155,4,1,0,0
1615,69000,0.5,0.52,4,178,3,0,0,0
1616,64000,0.97,0.91,4,257,3,1,0,0
1617,62000,0.98,0.69,2,204,4,0,0,0
1618,64000,0.34,0.49,4,149,3,0,0,0
1619,81000,0.81,0.87,4,161,2,0,0,0
1620,83000,0.39,0.48,2,151,3,0,0,1
1621,30000,0.89,0.88,5,228,5,1,0,1
1622,61000,0.51,0.93,3,162,4,0,0,0
1623,58000,0.66,0.73,5,249,2,0,0,0
1624,83000,0.78,0.98,4,239,3,0,0,0
1625,62000,0.99,0.55,3,170,3,0,0,0
1626,64000,0.45,0.47,2,136,3,0,0,1
1627,56000,0.95,0.63,3,153,2,0,0,0
1628,65000,0.74,0.7,3,253,4,1,0,0
1629,55000,0.65,0.59,3,167,2,0,0,0
1630,58000,0.18,0.9,4,282,4,0,0,0
1631,61000,0.59,0.6,3,149,4,0,0,0
1632,60000,0.27,0.59,5,226,5,0,0,0
1633,143000,0.78,0.98,5,239,6,0,0,1
1634,44000,0.95,0.51,3,224,4,0,0,0
1635,32000,0.15,0.55,3,255,3,1,0,0
1636,64000,0.98,0.54,5,260,3,0,0,0
1637,85000,0.92,0.6,5,236,3,1,1,0
1638,110000,0.5,0.75,3,204,2,0,0,0
1639,88000,0.83,0.9,3,102,4,0,0,0
1640,67000,0.98,0.74,4,151,3,0,0,0
1641,52000,0.46,0.53,2,128,3,0,0,1
1642,36000,0.94,0.9,4,144,4,0,0,0
1643,82000,0.35,0.52,3,167,2,0,0,0
1644,63000,0.11,0.82,7,285,4,0,0,1
1645,63000,0.8,0.9,4,241,2,0,0,0
1646,124000,0.6,0.96,4,220,3,1,1,0
1647,66000,0.83,0.88,3,217,2,1,0,0
1648,68000,0.75,0.95,3,268,3,1,0,0
1649,89000,0.41,0.63,2,145,2,0,0,0
1650,44000,0.77,1.0,4,249,6,0,0,1
1651,186000,0.51,0.74,6,98,3,0,0,0
1652,71000,0.1,0.85,6,297,5,0,0,1
1653,71000,0.8,0.63,5,180,5,0,0,1
1654,84000,0.67,0.81,3,221,4,1,0,0
1655,85000,0.29,0.75,6,271,10,0,0,0
1656,58000,0.52,0.68,4,233,2,0,0,0
1657,85000,0.9,0.73,4,245,2,0,0,0
1658,47000,0.38,0.49,2,137,3,0,0,1
1659,44000,0.83,0.94,4,267,5,0,0,1
1660,51000,0.74,0.87,5,242,5,0,0,1
1661,103000,0.83,0.73,4,247,2,0,0,0
1662,75000,0.09,0.94,7,267,4,0,0,1
1663,60000,0.11,0.93,6,253,4,1,0,1
1664,48000,0.94,0.67,4,191,3,1,0,0
1665,40000,0.61,0.53,4,266,3,0,0,0
1666,75000,0.78,0.5,3,167,2,0,0,0
1667,78000,0.37,0.46,2,149,3,0,0,1
1668,83000,0.71,0.95,3,150,2,0,0,0
1669,72000,0.7,0.95,4,231,3,0,0,0
1670,64000,0.23,0.9,5,234,3,1,0,0
1671,73000,0.55,0.92,3,151,3,0,0,0
1672,76000,0.62,0.52,3,148,3,0,0,0
1673,58000,0.11,0.96,6,280,4,0,0,1
1674,78000,0.8,0.64,5,180,2,0,0,0
1675,31000,0.11,0.84,6,287,4,0,0,1
1676,31000,0.66,0.56,2,104,3,1,0,0
1677,60000,0.63,0.51,3,126,6,0,0,0
1678,87000,0.55,0.9,4,177,3,0,0,0
1679,118000,0.79,0.58,5,165,3,0,0,0
1680,76000,0.98,0.62,3,140,4,0,0,0
1681,67000,0.79,0.99,3,194,4,0,0,0
1682,56000,0.96,0.45,6,232,2,1,0,0
1683,35000,0.69,0.73,4,257,10,1,0,0
1684,70000,0.45,0.57,2,148,3,0,0,1
1685,66000,0.31,0.7,3,132,3,0,0,0
1686,62000,0.75,0.98,4,245,5,0,0,1
1687,74000,0.75,0.86,6,114,4,0,0,0
1688,49000,0.11,0.97,6,310,4,0,0,1
1689,80000,0.75,0.86,5,260,5,0,0,1
1690,69000,0.79,0.86,5,235,5,0,0,1
1691,100000,0.22,0.88,4,213,3,1,0,0
1692,82000,0.49,0.88,4,244,3,0,0,0
1693,42000,0.59,0.65,3,226,3,0,0,0
1694,90000,0.53,0.74,3,172,10,0,1,0
1695,42000,1.0,0.87,4,129,5,0,0,0
1696,38000,0.63,0.61,5,186,10,0,0,0
1697,39000,0.5,0.96,4,274,3,0,0,0
1698,51000,0.82,0.65,4,168,3,0,0,0
1699,88000,0.62,0.78,3,178,3,1,0,0
1700,70000,0.94,0.81,3,150,2,0,0,0
1701,43000,0.87,0.9,5,258,5,0,0,1
1702,79000,0.53,0.68,4,173,3,0,0,0
1703,67000,0.09,0.84,7,307,4,0,0,1
1704,62000,0.69,0.65,3,153,2,0,0,0
1705,56000,0.11,0.83,6,306,4,0,0,1
1706,90000,0.84,0.84,5,238,5,0,0,1
1707,78000,0.53,0.85,3,236,6,0,0,0
1708,86000,0.84,1.0,5,218,5,0,0,1
1709,63000,0.64,0.52,3,269,2,0,0,0
1710,36000,0.48,0.57,4,270,4,0,0,1
1711,66000,0.89,0.56,4,241,5,0,0,0
1712,50000,0.88,0.59,5,147,4,0,0,0
1713,77000,0.46,0.53,2,147,3,0,0,1
1714,32000,0.54,0.71,2,194,2,0,0,0
1715,77000,0.1,0.87,7,247,4,0,0,1
1716,119000,0.69,0.59,4,266,4,0,0,0
1717,50000,0.74,0.7,4,273,3,0,0,0
1718,74000,0.19,0.95,5,193,3,0,0,0
1719,53000,0.94,0.97,2,221,2,0,0,0
1720,78000,0.96,0.88,4,165,2,0,0,0
1721,33000,0.83,0.74,4,233,3,0,0,0
1722,62000,0.79,0.82,4,220,3,0,0,0
1723,59000,0.8,0.86,3,226,2,0,0,0
1724,39000,0.58,0.59,3,207,7,0,1,0
1725,69000,0.77,0.99,4,260,3,0,0,0
1726,77000,0.77,0.49,4,274,2,1,0,0
1727,53000,0.98,0.98,4,259,2,0,0,0
1728,56000,0.99,0.96,5,261,3,0,0,0
1729,89000,0.7,0.73,4,182,3,0,0,0
1730,55000,0.55,0.55,5,256,3,0,0,0
1731,71000,0.46,0.54,2,144,3,0,0,1
1732,36000,0.4,0.52,2,143,3,0,0,1
1733,86000,0.89,0.9,3,231,3,0,0,0
1734,61000,0.49,0.48,4,249,3,0,0,0
1735,34000,0.69,0.75,4,261,3,0,0,0
1736,65000,0.37,0.46,2,149,3,0,0,1
1737,64000,0.69,0.49,3,198,4,0,0,0
1738,73000,0.78,0.96,2,285,3,0,0,0
1739,65000,0.74,0.77,3,211,3,0,0,0
1740,126000,0.52,0.63,3,233,3,0,1,0
1741,65000,0.71,0.87,4,238,3,0,0,0
1742,74000,0.51,0.76,3,256,2,0,0,0
1743,67000,0.5,1.0,3,149,2,0,0,0
1744,48000,0.42,0.5,2,139,3,0,0,1
1745,45000,0.31,0.54,5,132,5,0,0,1
1746,33000,0.53,0.97,3,189,3,0,0,0
1747,36000,0.57,0.69,4,255,3,0,0,0
1748,80000,0.58,0.59,3,207,7,0,1,0
1749,48000,0.95,0.96,3,220,3,0,0,0
1750,44000,0.95,0.65,3,155,2,1,0,0
1751,70000,0.31,0.59,4,218,5,0,0,0
1752,51000,0.1,0.79,6,275,4,0,0,1
1753,45000,0.94,0.8,5,245,3,1,0,0
1754,40000,0.53,0.88,3,157,3,0,0,0
1755,47000,0.37,0.52,2,157,3,0,0,1
1756,102000,0.21,0.87,4,148,5,0,0,0
1757,74000,0.85,0.87,4,273,5,0,0,1
1758,83000,0.57,0.72,3,206,3,0,0,0
1759,46000,0.65,0.96,3,168,2,0,0,0
1760,65000,0.44,0.37,2,219,2,0,0,0
1761,83000,0.56,0.77,5,238,4,0,0,0
1762,35000,0.13,0.72,4,247,3,0,0,0
1763,74000,0.77,0.74,5,263,2,0,0,0
1764,49000,0.61,0.9,4,216,3,0,0,0
1765,52000,0.87,0.92,4,263,3,0,0,0
1766,54000,0.49,0.57,4,145,2,0,0,0
1767,30000,0.56,0.41,2,194,2,0,0,0
1768,87000,0.88,0.91,3,157,2,0,0,0
1769,65000,0.31,0.51,2,146,3,0,0,0
1770,75000,0.7,0.59,3,138,3,0,0,0
1771,50000,0.66,0.75,5,227,3,1,0,0
1772,74000,0.68,0.66,3,238,2,0,0,0
1773,85000,0.45,0.54,2,135,3,0,0,1
1774,83000,0.15,0.66,5,160,4,1,0,0
1775,50000,0.87,0.92,4,263,3,0,0,0
1776,83000,0.44,0.45,2,156,3,0,0,1
1777,115000,0.3,0.64,2,137,3,0,0,0
1778,73000,0.18,0.39,2,177,6,0,0,0
1779,38000,0.65,0.56,3,230,2,0,0,0
1780,46000,0.5,0.85,4,138,3,0,0,1
1781,64000,0.17,0.41,4,232,3,1,0,0
1782,83000,0.66,0.59,5,262,2,0,0,0
1783,64000,0.8,0.41,6,185,4,0,0,0
1784,82000,0.9,0.9,3,147,3,1,0,0
1785,73000,0.48,0.8,4,196,5,0,0,0
1786,80000,0.94,0.6,5,278,2,0,0,0
1787,82000,0.14,0.51,5,259,5,0,0,0
1788,49000,0.41,0.54,2,153,3,1,0,1
1789,45000,0.99,0.99,3,228,4,0,0,0
1790,65000,0.7,0.95,3,158,2,0,0,0
1791,50000,0.1,0.8,6,261,4,0,0,1
1792,90000,0.39,0.49,2,127,3,0,0,1
1793,76000,0.74,0.5,5,131,3,0,0,0
1794,60000,0.39,0.49,2,144,3,0,0,1
1795,57000,0.56,0.94,4,215,2,0,0,0
1796,40000,0.65,0.75,3,214,3,0,0,0
1797,53000,0.74,0.89,5,229,6,0,0,1
1798,143000,0.79,0.57,3,250,3,0,0,0
1799,31000,0.88,0.66,4,271,3,1,0,0
1800,77000,0.2,0.94,6,191,5,0,0,0
1801,30000,0.55,0.47,3,194,2,0,0,0
1802,127000,0.9,0.92,5,245,5,0,0,1
1803,52000,0.88,1.0,5,219,6,1,0,1
1804,43000,0.71,0.66,5,187,2,0,0,0
1805,77000,0.63,0.84,3,269,2,0,0,0
1806,59000,0.46,0.5,2,156,3,0,0,1
1807,80000,0.85,0.79,3,156,3,0,0,0
1808,38000,0.45,0.57,2,148,3,0,0,1
1809,71000,0.72,0.79,3,221,3,0,0,0
1810,70000,0.28,0.37,3,164,4,1,0,0
1811,48000,0.95,0.53,3,174,3,0,0,0
1812,33000,0.88,0.63,3,184,4,0,0,0
1813,86000,0.78,0.55,3,144,2,0,0,0
1814,78000,0.98,0.62,2,240,3,1,0,0
1815,186000,0.7,0.72,5,134,3,0,0,0
1816,43000,0.71,0.53,4,196,2,1,0,0
1817,64000,0.75,0.77,3,178,4,0,0,0
1818,51000,0.56,0.68,5,203,2,0,0,0
1819,188000,0.93,0.7,5,206,4,0,0,0
1820,44000,0.66,0.36,3,256,6,0,0,0
1821,59000,0.24,0.38,6,109,2,0,0,0
1822,69000,0.85,0.89,4,177,3,0,0,0
1823,58000,0.77,0.68,3,98,3,0,0,0
1824,82000,0.75,0.96,5,190,3,0,0,0
1825,39000,0.38,0.63,2,182,2,0,0,0
1826,89000,0.52,0.79,5,265,3,1,0,0
1827,50000,0.74,0.8,4,200,4,0,0,0
1828,58000,0.71,0.76,3,134,3,1,0,0
1829,63000,0.61,0.51,3,207,3,0,0,0
1830,61000,0.56,0.98,3,251,3,1,0,0
1831,47000,0.89,0.65,5,195,6,0,0,1
1832,85000,0.52,0.67,4,216,3,0,0,0
1833,56000,0.87,0.96,4,151,3,1,0,0
1834,66000,0.87,0.64,5,234,2,1,0,0
1835,80000,0.82,0.97,3,137,3,0,0,0
1836,84000,0.76,0.91,4,219,5,0,0,1
1837,77000,0.86,0.81,4,179,3,0,0,0
1838,35000,0.49,0.98,3,267,2,0,0,0
1839,84000,0.79,0.61,4,173,2,0,0,0
1840,55000,0.95,0.81,3,260,2,0,0,0
1841,46000,0.36,0.57,2,142,3,0,0,1
1842,93000,0.56,0.71,3,211,6,0,1,0
1843,35000,0.52,0.93,2,243,3,0,0,0
1844,61000,0.37,0.82,3,199,5,0,0,0
1845,81000,0.89,0.52,4,243,5,0,0,0
1846,50000,0.84,0.5,5,267,2,0,0,0
1847,66000,0.86,0.68,4,170,2,0,0,0
1848,31000,0.94,0.69,2,198,3,0,0,0
1849,79000,0.74,0.55,4,262,3,0,0,0
1850,67000,0.77,0.91,5,221,6,0,0,1
1851,68000,0.81,0.76,4,177,3,0,0,0
1852,51000,0.83,0.6,4,170,3,0,0,0
1853,83000,0.7,0.74,3,202,2,0,0,0
1854,55000,0.77,0.58,2,247,2,1,0,0
1855,186000,0.3,0.89,5,257,5,0,0,1
1856,71000,0.75,0.85,5,267,5,0,0,1
1857,86000,0.6,0.79,4,262,3,0,0,0
1858,45000,0.4,0.46,2,144,3,0,0,1
1859,55000,0.4,0.49,2,144,3,0,0,1
1860,40000,0.63,0.87,4,145,3,1,0,0
1861,86000,0.18,0.92,5,251,4,0,0,0
1862,74000,0.89,0.99,4,274,4,0,0,0
1863,69000,0.79,0.89,5,239,5,0,0,1
1864,77000,0.83,1.0,5,263,5,0,0,1
1865,34000,0.84,0.63,3,121,3,1,0,0
1866,54000,0.44,0.5,2,156,3,0,0,1
1867,86000,0.62,0.68,3,134,2,0,0,0
1868,69000,0.16,0.46,6,240,2,0,0,0
1869,70000,0.7,0.66,3,151,2,0,0,0
1870,77000,0.6,0.5,3,274,3,0,0,0
1871,59000,0.91,0.97,4,139,3,0,0,0
1872,50000,0.96,0.8,4,145,2,0,0,0
1873,32000,0.77,0.71,5,141,3,0,0,0
1874,56000,0.73,0.61,4,260,2,1,0,0
1875,77000,0.99,0.77,3,190,4,0,0,0
1876,33000,0.93,0.61,5,158,3,0,0,0
1877,60000,0.57,0.99,3,222,3,1,1,0
1878,52000,0.09,0.95,6,292,4,0,0,1
1879,36000,0.59,0.57,2,156,2,0,0,0
1880,62000,0.52,0.38,6,169,3,0,0,0
1881,155000,0.78,1.0,5,236,5,0,0,1
1882,68000,0.75,0.74,4,153,2,0,0,0
1883,35000,0.42,0.54,2,143,3,1,0,1
1884,90000,0.98,0.89,3,186,2,0,0,0
1885,50000,0.55,0.87,3,201,2,0,0,0
1886,46000,0.74,0.83,4,170,2,0,0,0
1887,40000,0.87,0.9,5,252,5,0,0,1
1888,73000,0.1,0.89,7,291,4,0,0,1
1889,89000,0.89,0.82,5,224,6,0,0,1
1890,30000,0.85,0.81,4,164,4,0,0,0
1891,40000,0.91,0.94,5,218,6,0,0,1
1892,97000,0.89,0.84,3,166,2,0,0,0
1893,57000,0.63,0.84,4,181,3,0,0,0
1894,81000,0.99,0.76,4,185,5,0,0,0
1895,31000,0.19,0.81,5,245,5,0,0,0
1896,65000,0.16,0.7,5,257,4,0,0,0
1897,47000,0.69,0.56,4,178,3,0,0,0
1898,80000,0.87,0.82,4,248,2,0,0,0
1899,126000,0.38,0.53,2,157,3,0,0,1
1900,75000,0.09,0.94,7,267,4,0,0,1
1901,155000,0.88,0.98,3,160,2,0,0,0
1902,49000,0.87,0.97,5,151,3,0,0,0
1903,74000,0.75,0.84,5,222,3,1,0,0
1904,71000,0.67,0.52,4,262,2,0,0,0
1905,35000,0.32,0.74,3,211,3,0,0,0
1906,37000,0.63,0.7,5,160,3,0,0,0
1907,78000,0.4,0.47,5,173,5,0,0,0
1908,55000,0.65,0.82,4,207,2,0,0,0
1909,40000,0.92,0.58,5,205,2,1,0,0
1910,86000,0.44,0.58,4,152,3,0,0,0
1911,74000,0.92,0.94,5,307,5,0,0,1
1912,47000,0.81,0.7,4,219,2,1,0,0
1913,57000,0.79,0.56,3,149,10,0,0,0
1914,60000,0.54,0.82,4,266,2,0,0,0
1915,56000,0.58,0.88,3,157,4,0,1,0
1916,55000,0.9,0.56,3,220,3,0,0,0
1917,46000,0.63,0.8,3,243,3,0,0,0
1918,75000,0.41,0.45,2,144,3,1,0,1
1919,72000,0.1,0.79,7,310,4,0,0,1
1920,47000,0.4,0.48,2,161,3,0,0,1
1921,48000,0.22,0.61,6,237,5,0,0,0
1922,89000,0.77,0.87,3,275,4,1,0,0
1923,83000,0.57,0.82,5,218,3,0,0,0
1924,73000,0.11,0.92,6,260,4,0,0,1
1925,56000,0.89,0.92,3,195,2,0,0,0
1926,50000,0.8,0.81,5,200,3,0,0,0
1927,44000,0.24,0.85,4,160,5,0,0,0
1928,79000,0.11,0.8,6,306,4,0,0,1
1929,72000,0.97,0.77,4,208,2,0,0,0
1930,59000,0.43,0.48,2,157,3,0,0,1
1931,62000,0.14,0.63,6,215,5,0,0,0
1932,52000,0.71,0.5,3,201,2,0,0,0
1933,46000,0.62,0.92,5,149,3,0,0,0
1934,68000,0.11,0.95,6,279,4,0,0,1
1935,74000,0.96,0.82,5,185,3,0,0,0
1936,48000,0.75,0.74,6,134,3,0,0,1
1937,43000,0.53,0.59,4,259,3,0,0,0
1938,44000,0.57,0.77,4,245,3,0,0,0
1939,51000,0.27,0.6,6,205,5,1,0,0
1940,39000,0.9,0.54,3,272,2,0,0,0
1941,65000,0.45,0.54,2,129,3,0,0,1
1942,42000,0.92,0.99,3,176,8,0,0,0
1943,31000,0.99,0.62,4,256,2,0,0,0
1944,79000,1.0,0.94,4,144,3,0,0,0
1945,77000,0.81,0.68,5,230,2,0,0,0
1946,51000,0.37,0.49,2,148,3,0,0,1
1947,88000,0.63,0.7,5,160,3,0,0,0
1948,106000,0.9,0.96,4,258,5,0,0,1
1949,63000,0.89,0.88,5,241,2,1,0,0
1950,50000,0.51,0.71,2,180,3,0,0,0
1951,41000,0.7,0.56,4,182,2,0,0,0
1952,77000,0.68,0.85,3,199,3,0,0,0
1953,64000,0.86,0.95,4,238,5,0,0,1
1954,65000,0.13,1.0,6,225,3,0,0,0
1955,47000,0.82,0.92,4,252,5,0,0,1
1956,59000,0.77,0.7,4,232,3,0,0,0
1957,35000,0.42,0.46,2,150,3,0,0,1
1958,69000,0.96,0.88,2,193,2,0,0,0
1959,77000,0.78,0.8,3,256,2,0,0,0
1960,60000,0.76,0.95,4,259,5,0,0,1
1961,76000,0.37,0.52,2,128,3,0,0,1
1962,69000,0.69,0.85,3,153,10,0,0,0
1963,36000,0.79,0.87,4,223,5,0,0,0
